Timestamp,CPUUtilization,NetworkIn_MB,NetworkOut_MB,DiskReadBytes_MB,DiskWriteBytes_MB,DiskReadOps,DiskWriteOps,StatusCheckFailed,EBSBurstBalance_MB,EBSVolumeReadBytes_MB,EBSVolumeWriteBytes_MB,EBSVolumeReadOps,EBSVolumeWriteOps,EBSVolumeTotalIOs,EBSConsumedReadOps,EBSConsumedWriteOps,EBSConsumedIOs,EBSConsumedReadBytes_MB,EBSConsumedWriteBytes_MB,MemoryUtilization,DiskQueueLength,Latency_ms,RunningProcesses,ActiveConnections
3/2/2025 23:40,15.84,5.42,25.84,0.29,7.86,258,265,0,74.45,7.48,3.72,363,149,512,294,129,424,8.31,3.36,12.76,0.45,20.87,16,20
3/2/2025 23:45,21.46,12.82,36.49,1.56,2.42,168,75,0,47.59,1.66,1.35,139,186,325,130,178,309,1.72,1.33,14.82,0.35,-1.53,20,83
3/2/2025 23:50,14.37,10.25,8.4,0.32,1.98,284,176,0,42.83,4.01,1.96,239,312,551,225,306,532,4.21,1.74,10,0.41,15.75,20,35
3/2/2025 23:55,23.29,13.8,36.44,0.39,0.26,176,85,0,71.25,4.03,7.56,334,342,676,295,310,605,3.97,8.29,19.95,0.72,2.39,23,59
3/3/2025 0:00,19.76,13.67,38.39,0.36,3.86,254,148,0,68.77,3.3,1.78,123,236,359,120,250,370,3.66,1.83,15.54,0.81,18.86,20,95
2/17/2025 0:00,39.42,61.33,29.19,8.89,6.25,273,171,0,66.11,2.57,15.36,246,389,635,203,396,599,2.66,13.76,28.19,0.38,45.17,46,119
2/17/2025 0:05,38.74,30.78,29.66,5.29,17.38,318,305,0,75.82,0.66,18,300,452,752,314,452,766,0.57,17.62,33.81,1.78,25.84,49,183
2/17/2025 0:10,40.4,54.38,24.86,9.14,19.21,215,357,0,67.33,7.68,17.4,235,346,581,258,288,546,8.31,15.99,35.47,1.63,34.62,46,84
2/17/2025 0:15,39.37,73.48,18.43,2.5,32.13,190,614,0,70.82,6.72,2.1,118,221,339,101,235,336,7.71,2.26,28.57,1.83,40.48,41,19
2/17/2025 0:20,39.97,44.13,22.55,17.97,4.2,356,170,0,77.8,5.82,15.3,131,316,447,112,329,442,5.43,16.23,24.65,1.4,44.52,41,146
2/17/2025 0:25,41.03,66.75,28.04,11.04,19.23,404,293,0,52.57,4.87,18.53,255,479,734,265,558,823,4.46,20.71,36.18,0.97,32.45,57,25
2/17/2025 0:30,36.52,72.65,8.29,13.23,24.39,191,413,0,65.44,15.42,0.41,266,270,536,302,225,527,12.68,0.39,29.75,1.81,50.25,53,98
2/17/2025 0:35,40.7,53.3,25.05,15.72,33.59,320,398,0,88.05,4.88,11.65,260,363,623,303,341,644,5.13,13.65,36.34,1.28,24.83,43,143
2/17/2025 0:40,41.77,23.07,40.34,9.72,20.2,365,271,0,79.85,12.16,12.11,395,261,656,395,304,700,10.13,13.12,34.03,1.53,43.9,58,54
2/17/2025 0:45,37.71,40.23,31.03,17.26,23.75,394,488,0,74.31,9.08,3.35,204,87,291,198,85,283,7.63,2.96,31.2,0.68,25.13,35,119
2/17/2025 0:50,38.17,62.36,21.43,16.71,37.84,347,462,0,39.11,5.04,7.48,280,185,465,231,211,442,5.26,7.36,33.55,1.14,25.89,47,170
2/17/2025 0:55,39.34,62.89,34.94,13.95,31.52,211,432,0,69.05,16.2,15.1,420,387,807,408,439,848,14.1,17.05,26.45,1.88,22.39,58,140
2/17/2025 1:00,33.23,60.75,26.9,7.37,16.17,246,285,1,54.25,14.79,9.39,319,151,470,375,178,554,12.79,9.02,28.39,0.77,24.68,31,158
2/17/2025 1:05,40.74,23.23,13.89,17.77,7.72,379,263,0,33.1,6.8,14.8,344,378,722,334,448,783,7.92,17.68,34.69,0.31,22.53,57,124
2/17/2025 1:10,43.55,55.27,18.29,14.45,12.48,338,328,0,41.3,9.17,20.67,387,290,677,336,232,569,8.88,17.69,33.84,0.86,31.24,40,130
2/17/2025 1:15,42.79,83.71,23.23,11.21,34.71,314,528,0,57.62,9.26,2.3,373,279,652,338,323,661,9.94,2.15,35.83,1.84,29.57,42,182
2/17/2025 1:20,35.69,20.89,23.93,13.45,18.72,277,452,0,68.08,4.94,15.41,239,364,603,219,398,617,4.4,15.72,31.81,0.9,27.99,35,48
2/17/2025 1:25,44.8,67.37,24.28,10.94,7.88,265,290,0,59.09,19.39,13.61,438,329,767,350,336,687,18.96,15.98,27.42,1.97,51.62,65,194
2/17/2025 1:30,40.33,50.98,33.18,18.41,8.4,395,371,0,52.05,1.37,10.91,131,309,440,137,354,491,1.24,10.31,30.6,0.98,35.19,55,157
2/17/2025 1:35,39.46,63.49,20.29,17.63,5.22,255,163,0,58.74,13.77,11.29,402,287,689,388,243,631,14.12,12.37,35.16,1.8,8.03,37,142
2/17/2025 1:40,41.87,30.8,36.14,9.46,13.83,237,273,0,47.49,13.7,13.66,317,409,726,312,347,659,14.79,13.21,35.55,1.31,30.51,59,96
2/17/2025 1:45,43.52,28.87,27.17,3.57,31.82,326,525,0,82.75,17.92,3.53,403,286,689,467,332,799,19.26,4.08,27.15,1.81,34.99,37,26
2/17/2025 1:50,37.51,37.23,8.91,17.01,20.64,423,369,0,83.07,1.82,2.24,249,227,476,293,244,537,1.84,2.26,33.06,0.69,20.65,48,167
2/17/2025 1:55,32.29,43.23,26.65,2.31,30.14,123,362,0,60.99,8.77,15.2,366,264,630,317,289,607,9,16.34,25.32,0.66,42.12,42,140
2/17/2025 2:00,43.2,24.82,19.03,3.1,17.19,326,393,0,54.79,18.93,17.32,360,270,630,422,295,717,20.3,18.36,30.16,1.2,43.63,46,61
2/17/2025 2:05,37.63,34.07,18.64,8.66,10.66,176,243,0,31.27,3.02,2.99,286,275,561,285,312,597,2.84,3.07,24.68,1.82,40.45,46,66
2/17/2025 2:10,39.38,62.98,12.73,10.63,33.67,316,502,0,80.07,3.75,15.97,264,237,501,308,243,552,3.7,16.14,24.71,1.39,48.94,47,82
2/17/2025 2:15,40.33,22.8,27.84,18.9,24.02,417,492,0,59.02,4.15,8.98,207,181,388,174,186,361,4.24,9.11,34.21,0.72,32.21,54,66
2/17/2025 2:20,38.33,36.01,20.02,15.89,5.06,317,288,0,65.68,17.68,17.52,463,271,734,534,296,830,15.64,16.14,33.14,1.1,37.05,49,169
2/17/2025 2:25,36.08,40.57,16.81,10.4,13.32,246,419,0,41.72,7.99,1.84,336,264,600,290,282,573,8.23,2.08,31.66,1.03,27.26,29,78
2/17/2025 2:30,38.74,68.97,10.87,16.66,20.05,252,292,0,42.19,11.1,12.87,336,198,534,290,181,472,10.87,13.18,28.75,1.61,28.62,55,65
2/17/2025 2:35,37.95,40.91,10.29,10.29,11.27,381,165,0,68.73,10.13,15.47,231,380,611,256,325,582,9.17,16.3,29,1.74,26.52,51,40
2/17/2025 2:40,37.96,24.01,28.62,8.37,9.24,320,143,0,36.89,4.33,8.71,125,196,321,136,170,306,3.92,8.67,26.04,1.8,27.94,44,186
2/17/2025 2:45,37.77,70.64,35.94,14.15,21.82,212,336,0,44.24,16.99,8.8,384,364,748,359,436,796,15.83,10.08,32.04,1.19,11.43,56,29
2/17/2025 2:50,43.09,42.06,32.68,15.35,30.49,397,387,0,28.81,2.08,10.65,314,159,473,355,170,526,2.05,8.85,37.23,1.26,41.15,41,145
2/17/2025 2:55,37,56.71,15.78,7.08,34.74,189,457,0,38.83,14.98,17.35,206,298,504,222,258,481,14.31,15.23,27.78,0.3,30.43,40,133
2/17/2025 3:00,36.04,30.44,16.99,6.36,21.58,362,497,0,61.47,16.99,11.42,351,355,706,284,378,663,15.22,11.37,25.61,1.47,22.51,30,164
2/17/2025 3:05,38.71,28.66,25.99,6.64,35.17,340,410,0,34.94,3.54,12.23,291,196,487,233,234,467,4.19,11.77,24.53,0.31,37.29,50,118
2/17/2025 3:10,37.68,57.11,16.73,6.79,16.46,171,218,0,49.28,4.09,0.48,203,257,460,213,244,457,3.84,0.41,30.71,1.51,33.13,53,85
2/17/2025 3:15,35.05,31.7,14.29,15.78,15.1,299,311,0,96.19,16.83,9.19,231,248,479,187,287,474,19.82,8.48,24.43,0.47,40.88,29,59
2/17/2025 3:20,43.61,85.11,22.57,7.61,4.81,166,143,0,65.85,3.06,16.43,180,236,416,205,255,461,2.52,15.93,27.98,1.3,24.74,49,27
2/17/2025 3:25,40.41,37.23,33.39,11.94,15.3,213,262,0,86.9,9.32,5.45,351,110,461,353,120,474,9.17,4.41,26.66,1.55,35.16,41,97
2/17/2025 3:30,36.98,44.21,32.4,18.44,12.22,333,177,0,71.85,15.67,10.28,262,376,638,284,394,679,16.96,9.8,24.99,0.28,29.92,31,52
2/17/2025 3:35,38.49,38.6,18.83,6.89,33.94,281,593,0,49.95,0.49,14.74,177,426,603,150,458,608,0.42,17.36,34.2,1.04,39.39,50,40
2/17/2025 3:40,37.21,35.02,14.9,6.2,26.11,123,466,0,64.82,16.16,11.94,214,407,621,188,412,600,18.6,14.29,29.6,1.69,37.63,54,21
2/17/2025 3:45,41.14,39.89,32.21,2.14,23.86,293,424,0,76.6,7.78,18.74,256,402,658,282,323,606,7.96,20.99,30.61,0.49,33.9,39,144
2/17/2025 3:50,42.13,52.83,29.31,4.58,12.46,332,237,0,30.96,9.34,6.77,195,135,330,221,129,350,10.25,7.6,36.67,1.37,32.38,41,117
2/17/2025 3:55,39.99,30.47,36.15,11.01,23.36,396,403,0,85.7,14.32,13.99,279,282,561,241,308,549,15.09,12.55,25.05,0.89,41.06,44,131
2/17/2025 4:00,42.28,48.88,25.76,5.88,33.31,220,383,0,78.21,15.97,20.04,375,275,650,384,287,672,15.54,17.77,32.42,0.67,19.53,33,153
2/17/2025 4:05,45.28,77.66,9.38,11.96,28.97,204,360,0,70.12,18.7,13.34,416,236,652,462,235,697,21.97,14.18,30.23,1.08,29.76,52,154
2/17/2025 4:10,40.62,48.52,18.34,16.15,39.09,339,483,0,88.6,19.38,12.48,282,358,640,257,299,556,16.22,14.36,31.11,0.24,38.92,35,145
2/17/2025 4:15,39.43,64.18,25.98,3.9,22.69,266,468,0,77.01,19.43,17.37,297,297,594,354,320,675,18.2,16.61,28.2,0.28,42.06,32,152
2/17/2025 4:20,38.96,41.86,20.21,17.23,38.24,314,671,0,67.56,15.1,6.55,370,329,699,308,279,587,12.75,5.69,29.73,1.73,22.1,38,148
2/17/2025 4:25,43.05,70.44,24.95,17.02,27.69,276,375,0,43.67,9.47,20.26,216,311,527,199,296,496,8.04,20.81,31.94,1.86,43.09,56,135
2/17/2025 4:30,40.81,30.76,27.55,15.48,30.95,357,540,0,78.92,18.7,5.39,278,221,499,248,192,441,17.39,4.68,32.23,0.33,41.66,39,63
2/17/2025 4:35,37.22,67.58,21.37,8.16,13.17,147,355,0,88.54,12.75,2.52,374,315,689,344,332,676,13.33,2.71,28.61,1.57,25.34,55,66
2/17/2025 4:40,39.13,43.43,16.06,14.92,6.22,414,157,0,50.54,19.06,1.41,300,307,607,258,251,509,21.48,1.22,34.97,0.81,41.81,47,92
2/17/2025 4:45,34.79,21.53,8.77,4.73,7.63,138,277,0,73.96,8.88,8.1,286,149,435,284,138,423,7.39,6.63,27.52,0.91,25.75,42,122
2/17/2025 4:50,41.89,73.63,34.18,3.02,10.03,239,258,0,52.95,7.44,4.09,144,296,440,169,350,520,6.94,4.48,30.98,1.51,33.78,43,94
2/17/2025 4:55,35.39,31.9,16.14,10.33,11.99,307,378,0,54.8,0.56,4.57,195,127,322,196,105,301,0.65,3.97,23.18,0.32,22.24,32,57
2/17/2025 5:00,35.9,40.15,33.24,2.36,32.67,224,537,0,54,9.72,9.94,201,338,539,172,275,448,11.66,10.32,23.64,1.06,20.65,29,117
2/17/2025 5:05,36.69,25.06,18.14,3.24,19.37,275,303,0,84.55,2.68,16.17,85,431,516,88,503,592,2.92,16.78,22.85,1.6,16.97,42,147
2/17/2025 5:10,38.33,43.93,26.28,17.51,35.53,359,489,0,73.6,17.45,3.71,442,151,593,468,139,608,15.8,3.66,32.1,1.22,40.89,37,122
2/17/2025 5:15,39.81,61.68,12.31,7.72,38.35,138,603,0,60.69,16.32,2.81,302,263,565,304,273,577,16.96,3.14,26.25,0.3,40.45,56,183
2/17/2025 5:20,40.34,32.48,34.99,18.39,8.95,329,143,0,56.46,10.49,19.14,265,466,731,269,456,725,9.01,16.64,26.75,0.84,29.95,58,80
2/17/2025 5:25,38.75,71,26.56,15.14,27.52,280,377,0,51.68,15.53,0.82,245,161,406,205,157,362,17.17,0.68,27.33,0.64,37.62,36,24
2/17/2025 5:30,38.86,36.03,12.57,15.68,34.65,323,505,0,65.57,5.75,15.65,153,364,517,175,415,591,5.28,16.64,34.94,1.47,16.22,56,54
2/17/2025 5:35,38.3,45.07,36.6,13.86,22.87,202,444,0,34.05,4.55,1.78,325,264,589,295,300,596,3.71,1.55,26.61,0.4,27.05,30,120
2/17/2025 5:40,37.76,26.4,23.42,13.92,22.74,306,383,0,53.82,6.93,1.64,143,246,389,170,282,453,7.88,1.39,30.95,0.64,23.76,54,26
2/17/2025 5:45,34.62,32.47,25.35,5.06,32.85,198,487,0,72.57,13.45,4.69,401,222,623,357,180,537,12.51,5.39,28.37,0.93,25.73,36,66
2/17/2025 5:50,40.26,23.89,27.9,3.9,35.4,176,631,0,63.91,4.92,4.08,223,338,561,253,365,619,5.06,4.39,33.6,1.38,18.95,36,150
2/17/2025 5:55,41.43,57.19,23.8,19.39,12.03,342,310,0,30.42,17.48,9.94,386,331,717,381,347,729,20.47,9.78,32.09,0.94,43.36,36,38
2/17/2025 6:00,40.72,60.47,27.6,14.74,29.63,241,525,0,29.85,13.78,15.09,299,437,736,263,450,714,14.16,12.63,25.71,1.01,28.04,59,54
2/17/2025 6:05,42.48,44.96,39.25,13.47,21.49,201,393,0,43.62,11.99,0.6,179,168,347,176,188,364,11.4,0.57,26.6,2.1,30,37,168
2/17/2025 6:10,42.01,38.54,23.05,3.46,4.44,193,141,0,51.96,8.44,14,143,284,427,148,286,435,7.69,12.67,32.36,1.05,39.57,54,39
2/17/2025 6:15,37.46,39.1,9.06,2.5,35.93,117,570,0,93.57,8.56,12.45,256,330,586,292,339,632,9.45,13.44,32.1,0.83,32.06,47,130
2/17/2025 6:20,38.14,69.67,28.27,9.46,7.65,297,252,0,51.92,14.96,8.32,399,206,605,380,209,590,17.4,7.47,30.7,0.74,14.14,37,159
2/17/2025 6:25,41.19,43.14,28.17,14.47,11.45,306,374,0,32.56,4.89,16.81,230,295,525,265,240,506,5.5,14.96,28.09,1.31,34.76,36,190
2/17/2025 6:30,37.8,33.71,30.66,11,9.42,376,222,0,41.09,16.32,13.95,323,405,728,333,331,664,18.01,13.34,24.53,1.54,51.34,32,159
2/17/2025 6:35,39.44,57.29,33.48,12.35,28.83,249,366,0,83.9,5.76,2.45,163,165,328,164,159,323,4.92,2.24,27.26,0.67,46.15,35,88
2/17/2025 6:40,42.16,73.2,33.76,16.38,13.34,315,304,0,56.72,20.2,3.1,490,270,760,484,216,700,16.37,2.88,31.26,1.71,31.23,41,89
2/17/2025 6:45,41.37,45.36,33.44,14.61,8.38,284,242,0,75.79,9.86,10.65,335,163,498,302,173,475,10.32,9.76,26.42,0.25,6.73,34,165
2/17/2025 6:50,40.34,22.14,27.16,19.09,25.37,442,512,0,58.34,13.31,3.52,380,119,499,389,108,497,14.76,2.9,34.52,1.13,25.57,33,80
2/17/2025 6:55,41.02,68.7,15,14.75,9.76,385,307,0,83.18,5.94,2.3,264,152,416,252,171,424,6.04,2.66,27.91,1.29,42.55,35,52
2/17/2025 7:00,46.29,70.49,20.21,11.79,8.58,208,373,0,42.47,11.79,11.28,354,223,577,402,193,595,9.46,12.51,31.46,0.28,62.22,50,92
2/17/2025 7:05,44.69,88.3,14.32,20,41.73,390,701,0,46.96,17.39,18.57,228,268,496,194,279,474,16.98,20.52,33.09,0.46,29.52,47,58
2/17/2025 7:10,39.86,63.52,25.27,16.61,29.39,350,364,0,66.9,15.02,19.74,393,327,720,414,386,800,14.88,21.72,26.37,0.95,43.42,44,197
2/17/2025 7:15,37.83,47.65,15.05,9.53,33.24,152,614,0,67.14,5.45,15.39,247,393,640,232,456,688,5.97,12.56,27.46,0.82,37.83,42,141
2/17/2025 7:20,37.86,29.58,36.9,11.8,31.93,392,469,0,65.04,6.51,11.24,182,232,414,161,251,412,7.37,13.09,26.26,0.28,7.71,35,28
2/17/2025 7:25,38.02,31.64,31.3,8.45,25.3,159,538,0,88.29,11.87,2.72,180,173,353,201,163,365,13.88,2.62,30.42,0.21,23.58,33,132
2/17/2025 7:30,38.56,32.69,26.82,18.06,8.14,296,274,0,35.4,5.79,8.82,131,379,510,114,401,516,5.14,9.81,25.43,0.26,27.6,34,131
2/17/2025 7:35,34.45,47.04,14.46,13.13,31.92,318,464,0,69.95,10.69,1.4,319,297,616,361,243,605,12.22,1.3,29.67,0.87,38.09,49,139
2/17/2025 7:40,39.87,40.39,36.51,18.36,11.03,233,350,0,88.5,10.29,5.15,359,186,545,417,207,624,8.75,5.96,34.97,1.02,47.85,58,107
2/17/2025 7:45,43.2,38.95,16.73,10.48,14.59,163,273,0,50.78,5.29,4.76,190,107,297,162,93,255,4.6,4.4,37.26,1.69,30.14,38,78
2/17/2025 7:50,40.64,27.49,17.86,12.26,20.71,248,450,0,70.5,10.38,9.32,313,356,669,349,327,676,11.27,8.75,30.68,0.53,41.42,56,22
2/17/2025 7:55,35.45,31.3,31.74,9.06,23.98,309,322,0,69.99,13.35,8.59,273,379,652,305,367,673,15.66,9.91,27.13,1.02,19.73,30,110
2/17/2025 8:00,54.84,93.5,17.72,4.76,27.57,242,494,0,25.67,0.71,25.53,160,507,667,147,601,748,0.6,25.92,36.47,1.71,46.61,60,151
2/17/2025 8:05,53.98,56.56,27.15,17.01,9.28,300,304,0,51.66,26.35,0.92,358,81,439,355,77,433,26.12,0.79,36.9,1.17,46.28,58,116
2/17/2025 8:10,51.58,84.26,49.78,16.69,33.52,285,411,0,24.22,24.56,12.5,304,328,632,309,391,701,29.14,14.39,43.99,2.35,52.94,45,155
2/17/2025 8:15,51.13,57.86,39.94,6.91,34.13,120,419,0,67.19,10.28,23.11,399,309,708,473,342,815,11.24,24.46,35.94,1.02,39.83,75,81
2/17/2025 8:20,46.34,80.72,12.76,20.93,36.67,355,651,0,51.71,5.06,13.77,199,234,433,225,260,486,5.04,13.95,32.23,1.89,47.29,42,101
2/17/2025 8:25,53.53,94.86,46.47,19.9,12.8,317,290,0,54.71,3.59,5.61,152,125,277,152,110,263,3.89,6.46,34.68,0.56,38.75,56,77
2/17/2025 8:30,61.91,43.46,13.16,26.7,21.77,320,446,0,34.37,12.38,25.35,374,524,898,391,488,880,13.96,25.71,45.61,2.83,58.65,74,259
2/17/2025 8:35,54.39,73.51,13.72,3.94,5.52,165,212,0,66.83,0.57,19.35,239,339,578,233,386,619,0.58,19.73,39.12,2.45,45.54,72,102
2/17/2025 8:40,57.41,66.95,51.73,16.41,53.53,225,826,0,50.77,18.16,22.64,260,333,593,217,385,602,18.77,22.75,42.32,0.49,63.57,59,110
2/17/2025 8:45,54.21,46.52,13.38,5.17,52.57,135,816,0,29.98,1.64,23.87,132,399,531,151,361,513,1.45,19.74,37.23,0.92,43.89,61,151
2/17/2025 8:50,62.06,94.5,21.64,4.09,20.4,141,427,0,27.56,3.46,10.79,311,237,548,341,208,550,3.04,10.17,42.26,2.16,61.04,69,45
2/17/2025 8:55,63.53,63.29,33.6,22.35,34.42,440,518,0,41.12,17.53,21.91,303,318,621,266,278,544,15.92,19.31,55.71,1.17,42.94,58,197
2/17/2025 9:00,47.76,29,11.37,22.32,41.12,323,623,0,46.78,11.24,22.21,240,291,531,267,259,527,10.89,26.01,33.73,1.22,43.42,58,138
2/17/2025 9:05,49.73,58.91,45.19,7.36,25.38,295,533,0,62.43,19.86,7.9,450,303,753,474,320,795,18.55,7.69,32.4,1.1,38.19,42,219
2/17/2025 9:10,59.29,79.09,58.41,29.36,50.08,484,665,0,56.83,14.31,6.45,243,300,543,234,333,567,12.13,6.77,51.87,1.89,42.69,62,181
2/17/2025 9:15,55.65,55.36,18.81,25.84,13.81,394,374,0,40.71,11,8.1,309,215,524,325,220,545,10.13,8.35,37.29,0.93,57.08,59,138
2/17/2025 9:20,52.46,64.14,34.35,6.12,35.25,296,570,0,32.28,3.87,10.11,111,180,291,97,181,279,3.69,9.2,46.05,1.78,43.81,48,50
2/17/2025 9:25,54.84,107.5,13.64,9.52,9.12,173,235,0,26.26,25.27,9.5,524,168,692,494,199,693,20.72,9.53,37.95,1.27,45.16,77,43
2/17/2025 9:30,52.38,66.65,13.8,24.41,22.05,394,382,0,67.27,4.55,14.79,184,367,551,148,295,444,5.35,15.94,39.29,2.44,61,61,234
2/17/2025 9:35,47.01,59.24,12.21,2.8,8.82,291,347,0,33.44,4.88,16.82,332,423,755,294,402,696,3.92,20.07,33.7,0.62,56.8,52,78
2/17/2025 9:40,58.99,90.34,47.37,14.22,46.1,290,583,0,60.92,16.06,12.88,226,292,518,190,290,481,15.04,13.07,35.45,1.84,50.54,75,63
2/17/2025 9:45,58.28,87.09,52.44,11.4,20.02,316,372,0,27.67,19.94,23.41,271,509,780,251,526,778,19.5,21,38.71,2.12,53.99,82,43
2/17/2025 9:50,58.6,92.86,31.45,17.12,22.23,245,498,0,39.31,11.24,20.71,378,299,677,412,244,656,12.74,21.37,48.11,1.19,65.46,55,258
2/17/2025 9:55,50.84,72.79,48.78,3.03,26.11,120,318,0,32.86,18.37,8.6,397,258,655,323,216,539,18.1,7.5,34.75,1.82,38.76,64,72
2/17/2025 10:00,54.68,87.38,52.13,11.58,24.84,287,538,0,54.65,20.23,23.95,270,516,786,292,454,747,20.58,24.54,41.39,0.56,39.78,48,94
2/17/2025 10:05,49.33,29.45,10.45,10.42,40.45,288,621,0,64.46,5.25,8.05,224,255,479,249,242,492,4.35,9.22,40.07,0.4,33.37,56,37
2/17/2025 10:10,51.94,68.78,32.75,15.42,51.55,449,804,0,63.14,3.21,11.13,319,390,709,286,421,708,3.8,12.98,44.27,1.36,38.74,44,202
2/17/2025 10:15,56.95,93.38,47.25,6.02,47.68,194,627,0,56.61,17.3,8.46,426,361,787,420,421,841,13.84,6.94,45.03,1.68,40.68,60,217
2/17/2025 10:20,52.01,79.4,21.33,9.12,34.2,302,637,0,63.63,16.35,24.22,440,372,812,398,327,725,18.71,23.84,38.75,2.55,33.47,69,131
2/17/2025 10:25,57.84,49.51,37.97,28.04,10.58,357,360,0,58.19,20.83,27.57,432,345,777,373,397,770,22.35,25.44,41.83,0.32,45.6,84,188
2/17/2025 10:30,55.38,51.66,46.46,23.79,21.89,407,305,0,37.88,13.56,4.68,305,240,545,321,224,545,16.12,4.2,40.15,1.51,34.57,56,201
2/17/2025 10:35,64.52,33.06,29.2,11.9,15.7,409,447,0,49.74,25.28,32.22,454,385,839,441,413,854,22.83,25.85,55.53,2.58,57.6,92,236
2/17/2025 10:40,56.66,90.65,53.66,9.91,51.78,252,796,0,49.52,26.64,1.89,469,262,731,537,270,807,21.67,1.97,50.09,0.83,62.75,50,99
2/17/2025 10:45,52.59,51.31,23.74,5.68,27.57,280,442,0,31.14,16.22,14.2,452,353,805,469,365,835,17.08,12.77,35.41,1.1,53.22,51,71
2/17/2025 10:50,57.61,42.83,44.79,11.61,40.77,248,619,0,60.62,10.77,23.44,188,318,506,195,308,503,9.85,26.6,38.94,1.02,45.26,65,107
2/17/2025 10:55,66.33,87.19,33.63,29.21,63.21,526,910,0,25.59,33.08,24.61,469,408,877,376,424,801,34.55,21.14,45.88,1.04,55.56,75,119
2/17/2025 11:00,59.36,86.04,16.04,10.93,40.95,252,562,0,40.17,10.85,9.69,370,211,581,408,207,615,11.79,10.11,43.47,0.99,53.62,73,177
2/17/2025 11:05,54.06,40.8,40.06,15.14,42.54,274,489,0,56.58,7.91,3.82,343,245,588,293,233,526,7.25,4.19,36.55,0.32,57.15,80,242
2/17/2025 11:10,51.99,34.19,32.09,24.51,46.52,333,698,0,41.15,25.61,6.46,407,300,707,333,351,684,23.35,5.38,39.01,2.11,47.26,63,209
2/17/2025 11:15,65.88,78.95,38.23,20.31,39.65,258,599,0,50.73,12.47,16.08,194,304,498,192,276,469,10.07,18.16,52.27,2.46,69.49,61,199
2/17/2025 11:20,59.33,68.66,46.98,4.92,37.65,110,655,0,29.98,17.23,16.05,378,303,681,310,313,623,18.56,13.08,49.82,1.97,47.98,58,56
2/17/2025 11:25,50.6,92.95,37.36,6.2,6.73,340,257,0,74.09,0.62,14.27,129,345,474,134,367,502,0.74,11.61,42.26,1.5,59.14,59,160
2/17/2025 11:30,53.84,96.98,41.31,19.62,53.38,378,613,0,24.69,0.67,9.14,116,211,327,100,182,282,0.63,10.83,33.67,0.95,50.65,50,253
2/17/2025 11:35,55.31,78.33,32.01,17.7,33.32,418,502,0,62.05,13.45,13.88,263,200,463,286,213,500,12.9,15.92,34.86,0.92,49.42,73,229
2/17/2025 11:40,50.3,63.18,37.1,24.58,7.63,352,312,0,57.36,15.08,18.11,207,343,550,228,399,628,13.79,17.14,43.44,1.65,38.09,66,170
2/17/2025 11:45,51.2,63.2,15.88,10.28,7.11,318,237,0,31.69,16.69,4.87,412,223,635,364,260,625,19.52,5.54,31.65,1.69,27.9,64,186
2/17/2025 11:50,51.68,98.87,30.05,22.97,41.82,480,488,0,48.69,25.27,17.71,330,388,718,280,329,610,23.32,20.63,35.38,1.22,45.06,74,51
2/17/2025 11:55,60.51,120.96,44.64,23.18,34.07,425,605,0,40.07,16.59,6.81,431,278,709,497,331,828,19.2,7.43,43.44,2.1,58.81,70,174
2/17/2025 12:00,54.26,64.85,34.8,7.38,27.36,371,539,0,42.3,13.47,7.26,337,178,515,292,160,452,13.29,8.18,46.08,1.94,55.75,63,44
2/17/2025 12:05,58.56,64.74,47.21,12.15,35.67,326,406,0,23.1,16.59,15.99,275,224,499,306,204,511,18.92,15.12,47.65,1.6,39.66,69,252
2/17/2025 12:10,51.05,26.22,45.96,7.19,20.9,192,327,0,35.51,16.99,19.37,434,349,783,495,415,911,16.45,19.37,43.79,1.28,35.58,51,237
2/17/2025 12:15,57.44,70.65,29,5.17,44.58,208,716,0,49.95,15.26,12.52,421,303,724,404,308,713,15.7,14.38,43.37,2.28,35.63,70,190
2/17/2025 12:20,62.04,48.51,27.31,19.43,25.88,289,502,0,51.33,18.57,18.15,405,436,841,440,409,849,21.51,17.47,50.02,0.51,42.79,63,184
2/17/2025 12:25,56.59,56.97,47.05,13.87,45.7,221,690,0,40.65,11.77,15.23,247,253,500,212,267,480,9.84,17.96,49.26,2.37,37.13,77,123
2/17/2025 12:30,56.52,41.15,54.98,18.72,37.45,332,667,0,44.89,5.61,21.48,322,380,702,315,329,645,6.01,20.97,44.31,2.53,50.72,62,206
2/17/2025 12:35,64.25,112.04,60.28,23.68,11.53,324,342,0,27.27,30.1,17.52,516,359,875,598,417,1016,29.18,20.9,48.65,3.21,50.96,93,98
2/17/2025 12:40,49.46,49.63,19.2,3.02,47.03,106,734,0,35.29,10.91,9.1,284,186,470,237,157,395,8.82,9.05,43.81,1.22,32.38,41,171
2/17/2025 12:45,56.61,37.98,54.85,9.89,43.49,280,712,0,25.22,7.57,15.85,363,407,770,301,433,735,8.93,14.85,48.53,1.07,42.56,50,71
2/17/2025 12:50,54.72,106.31,14.56,4.35,53.3,257,648,0,26.43,11.44,15.94,304,327,631,344,351,696,9.71,17.6,45.68,1.45,40.91,72,200
2/17/2025 12:55,56.64,73.39,52.24,28.18,55.64,443,653,0,59.94,24.98,12.8,516,221,737,418,199,617,28.11,13.48,41.78,0.74,55.39,67,183
